dgp,fit,leaf,nuisance_truth,design,estimand,parameter,kind,support,demandingness,truth,posterior_mean,posterior_median,posterior_p03,posterior_p97,signed_error,abs_error,squared_error,interval_includes_truth
exact_latent_tree,full_exact_tree,three_state_binomial_2,exact_tree_production_medians,current_gwt_rater_design,label_beta,beta_abs__strong_support__weakly_demanding,beta_abs,strong support,weakly demanding,0.32993929915827946,0.12063260140957502,0.1175175558670338,0.07097811690323211,0.18876966581060298,-0.21242174329124566,0.21242174329124566,0.045122997022891874,False
exact_latent_tree,full_exact_tree,three_state_binomial_2,exact_tree_production_medians,current_gwt_rater_design,label_beta,beta_abs__strong_support__weakly_undemanding,beta_abs,strong support,weakly undemanding,0.3969036303573165,0.11199650209778834,0.10875593658536337,0.06473849906436649,0.17762079912983006,-0.28814769377195315,0.28814769377195315,0.08302909342609528,False
exact_latent_tree,full_exact_tree,three_state_binomial_2,exact_tree_production_medians,current_gwt_rater_design,label_beta,beta_abs__weak_support__moderately_demanding,beta_abs,weak support,moderately demanding,0.2332959659893026,0.09865387552972461,0.09572841933540503,0.05797155191668657,0.15589516852132104,-0.1375675466538976,0.1375675466538976,0.018924829892372288,False
exact_latent_tree,full_exact_tree,three_state_binomial_2,exact_tree_production_medians,current_gwt_rater_design,label_beta,beta_abs__weak_support__moderately_undemanding,beta_abs,weak support,moderately undemanding,0.6298719913082595,0.11281380005626387,0.1094733326513869,0.06439853445815479,0.1777063678777839,-0.5203986586568726,0.5203986586568726,0.2708147639318722,False
exact_latent_tree,full_exact_tree,three_state_binomial_2,exact_tree_production_medians,current_gwt_rater_design,label_beta,beta_abs__weak_support__neutral,beta_abs,weak support,neutral,0.43417415120952235,0.10662468701692361,0.10339095908587354,0.061527798983067795,0.17042510685787163,-0.3307831921236488,0.3307831921236488,0.10941752019151077,False
exact_latent_tree,full_exact_tree,three_state_binomial_2,exact_tree_production_medians,current_gwt_rater_design,label_beta,beta_abs__weak_support__strongly_undemanding,beta_abs,weak support,strongly undemanding,0.869159106691928,0.11342708405955047,0.11011262416113397,0.06304973971717413,0.179889305626404,-0.759046482530794,0.759046482530794,0.576151562642371,False
exact_latent_tree,full_exact_tree,three_state_binomial_2,exact_tree_production_medians,current_gwt_rater_design,label_beta,beta_abs__weak_support__weakly_undemanding,beta_abs,weak support,weakly undemanding,0.5258744494348768,0.11044703782233993,0.10636969933171567,0.06245472359780013,0.1766387330810959,-0.41950475010316113,0.41950475010316113,0.17598423535911567,False
exact_latent_tree,full_exact_tree,three_state_binomial_2,exact_tree_production_medians,current_gwt_rater_design,label_beta,beta_abs__weak_undermining__neutral,beta_abs,weak undermining,neutral,0.4870543563304338,0.1068484252450087,0.10318846974686989,0.062126896662100896,0.1682848082714573,-0.3838658865835639,0.3838658865835639,0.14735301888258556,False
exact_latent_tree,full_exact_tree,three_state_binomial_2,exact_tree_production_medians,current_gwt_rater_design,label_beta,beta_pres__moderate_support__moderately_demanding,beta_pres,moderate support,moderately demanding,0.7999235885736562,0.8538179007606117,0.8557329929935689,0.7718283692739254,0.9252074953931358,0.05580940441991267,0.05580940441991267,0.0031146896217053677,True
exact_latent_tree,full_exact_tree,three_state_binomial_2,exact_tree_production_medians,current_gwt_rater_design,label_beta,beta_pres__moderate_support__moderately_undemanding,beta_pres,moderate support,moderately undemanding,0.8888837493824054,0.8898500606006798,0.8933678251618389,0.8271773286152763,0.9368229566806446,0.0044840757794334385,0.0044840757794334385,2.01069355957016e-05,True
exact_latent_tree,full_exact_tree,three_state_binomial_2,exact_tree_production_medians,current_gwt_rater_design,label_beta,beta_pres__moderate_support__neutral,beta_pres,moderate support,neutral,0.800070964229312,0.8874273984319545,0.8904868710234537,0.8258457411887049,0.935983294297107,0.09041590679414169,0.09041590679414169,0.008175036201406917,False
exact_latent_tree,full_exact_tree,three_state_binomial_2,exact_tree_production_medians,current_gwt_rater_design,label_beta,beta_pres__moderate_support__strongly_demanding,beta_pres,moderate support,strongly demanding,0.6384525086871429,0.8903039252508422,0.8933222282653597,0.8330420709976476,0.93462567380519,0.2548697195782168,0.2548697195782168,0.06495857395787887,False
exact_latent_tree,full_exact_tree,three_state_binomial_2,exact_tree_production_medians,current_gwt_rater_design,label_beta,beta_pres__moderate_support__weakly_demanding,beta_pres,moderate support,weakly demanding,0.7510862838496203,0.8858293821403678,0.88855410593406,0.8273645039796821,0.9337752161880611,0.13746782208443975,0.13746782208443975,0.01889740210863918,False
exact_latent_tree,full_exact_tree,three_state_binomial_2,exact_tree_production_medians,current_gwt_rater_design,label_beta,beta_pres__moderate_support__weakly_undemanding,beta_pres,moderate support,weakly undemanding,0.8586701611233953,0.8880392504178155,0.8909138587813266,0.8310006728528881,0.9326746491027545,0.032243697657931225,0.032243697657931225,0.0010396560386560796,True
exact_latent_tree,full_exact_tree,three_state_binomial_2,exact_tree_production_medians,current_gwt_rater_design,label_beta,beta_pres__strong_support__moderately_demanding,beta_pres,strong support,moderately demanding,0.8652906577456392,0.8900105637577883,0.8926031941882837,0.8270824127168201,0.9358024535116676,0.02731253644264453,0.02731253644264453,0.0007459746469307856,True
exact_latent_tree,full_exact_tree,three_state_binomial_2,exact_tree_production_medians,current_gwt_rater_design,label_beta,beta_pres__strong_support__moderately_undemanding,beta_pres,strong support,moderately undemanding,0.9598425445419301,0.8993120343014762,0.9027618475092394,0.8393672441894943,0.9419101205225563,-0.0570806970326907,0.0570806970326907,0.0032582059737378244,False
exact_latent_tree,full_exact_tree,three_state_binomial_2,exact_tree_production_medians,current_gwt_rater_design,label_beta,beta_pres__strong_support__neutral,beta_pres,strong support,neutral,0.8817754922006148,0.8901560991057473,0.8934011596791511,0.8294188832109696,0.9355939498937254,0.011625667478536328,0.011625667478536328,0.0001351561443214972,True
exact_latent_tree,full_exact_tree,three_state_binomial_2,exact_tree_production_medians,current_gwt_rater_design,label_beta,beta_pres__strong_support__strongly_demanding,beta_pres,strong support,strongly demanding,0.7979354739553153,0.8916722516489803,0.8948847960049683,0.8295323420565581,0.9382239572947688,0.09694932204965301,0.09694932204965301,0.009399171045887335,False
exact_latent_tree,full_exact_tree,three_state_binomial_2,exact_tree_production_medians,current_gwt_rater_design,label_beta,beta_pres__strong_support__weakly_demanding,beta_pres,strong support,weakly demanding,0.8581969292138683,0.8803939687057034,0.8847507597375479,0.8100575946305344,0.9333424833293227,0.026553830523679656,0.026553830523679656,0.0007051059154803014,True
exact_latent_tree,full_exact_tree,three_state_binomial_2,exact_tree_production_medians,current_gwt_rater_design,label_beta,beta_pres__strong_support__weakly_undemanding,beta_pres,strong support,weakly undemanding,0.9205216626808573,0.9013516195391644,0.9047631875255631,0.8427104817487647,0.9426703367076567,-0.01575847515529427,0.01575847515529427,0.0002483295392200268,True
exact_latent_tree,full_exact_tree,three_state_binomial_2,exact_tree_production_medians,current_gwt_rater_design,label_beta,beta_pres__weak_support__moderately_demanding,beta_pres,weak support,moderately demanding,0.560047800174686,0.8937041938699563,0.8968850146673545,0.8333332721083002,0.9381330855695661,0.33683721449266846,0.33683721449266846,0.11345930906717994,False
exact_latent_tree,full_exact_tree,three_state_binomial_2,exact_tree_production_medians,current_gwt_rater_design,label_beta,beta_pres__weak_support__moderately_undemanding,beta_pres,weak support,moderately undemanding,0.8265237784608894,0.8813435759946275,0.8844978611507813,0.815814660092835,0.9311398607554395,0.057974082689891904,0.057974082689891904,0.003360994263734424,True
exact_latent_tree,full_exact_tree,three_state_binomial_2,exact_tree_production_medians,current_gwt_rater_design,label_beta,beta_pres__weak_support__neutral,beta_pres,weak support,neutral,0.6234429189806305,0.8974833749933527,0.8998981487669595,0.8390843794951865,0.9409500062106064,0.27645522978632897,0.27645522978632897,0.07642749407621195,False
exact_latent_tree,full_exact_tree,three_state_binomial_2,exact_tree_production_medians,current_gwt_rater_design,label_beta,beta_pres__weak_support__strongly_undemanding,beta_pres,weak support,strongly undemanding,0.9250177775636342,0.8981231336547151,0.9018074287444444,0.8375485517551324,0.9414132095236519,-0.02321034881918982,0.02321034881918982,0.0005387202923084662,True
exact_latent_tree,full_exact_tree,three_state_binomial_2,exact_tree_production_medians,current_gwt_rater_design,label_beta,beta_pres__weak_support__weakly_undemanding,beta_pres,weak support,weakly undemanding,0.7055114197117434,0.8854449755259939,0.8887166817980152,0.8204155388742674,0.9345766686421995,0.18320526208627186,0.18320526208627186,0.03356416805609956,False
exact_latent_tree,full_exact_tree,three_state_binomial_2,exact_tree_production_medians,current_gwt_rater_design,label_beta,beta_pres__weak_undermining__neutral,beta_pres,weak undermining,neutral,0.4570038041913731,0.8869290973335117,0.8900853885157034,0.8229934337076654,0.9349500052907062,0.4330815843243303,0.4330815843243303,0.18755965868087202,False
